yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	All the four singers are lead vocal of IC's live performance and IC always performs with them.	<label>
yago:Iron_Cross__u0028_Burmese_band_u0029_	IC	All the four singers are lead vocal of IC's live performance and IC always performs with them.	<label>
yago:Foxfire__u0028_1987_film_u0029_	Foxfire	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	<label>
yago:Foxfire__u0028_1987_film_u0029_	Jessica Tandy	Foxfire is a 1987 Hallmark Hall of Fame made-for-television drama film starring Jessica Tandy, Hume Cronyn and John Denver, based on the 1980 play of the same name.	<actor>
yago:Foxfire__u0028_1987_film_u0029_	December 13 , 1987	The movie aired on CBS on December 13, 1987.	<dateCreated>
yago:Key_West__u0028_film_u0029_	Key West	Key West is a 1973 American TV film.	<label>
yago:Key_West__u0028_film_u0029_	24 Jan 1973	24 Jan 1973: g18.	<dateCreated>
yago:Avesnes	Avesnes	Avesnes is a commune in the Pas-de-Calais department in northern France.	<label>
yago:Avesnes	France	Avesnes is a commune in the Pas-de-Calais department in northern France.	<location>
yago:Body_Count__u0028_album_u0029_	Body Count	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<label>
yago:Body_Count__u0028_album_u0029_	Body Count	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<label>
yago:Body_Count__u0028_album_u0029_	March 10 , 1992	Body Count is the eponymous debut studio album by American crossover thrash band Body Count, released on March 10, 1992 by Sire Records.	<dateCreated>
yago:Body_Count__u0028_album_u0029_	Body Count	"Body Count is well known for the inclusion of the controversial song ""Cop Killer"", which was the subject of much criticism from various political figures, although many defended the song on the basis of the group's right to freedom of speech."	<label>
yago:Dalston__u0028_Hackney_ward_u0029_	Dalston	Dalston is a ward in the London Borough of Hackney.	<label>
yago:Dalston__u0028_Hackney_ward_u0029_	the London Borough of Hackney	Dalston is a ward in the London Borough of Hackney.	<location>
yago:Dalston__u0028_Hackney_ward_u0029_	Dalston	It roughly corresponds to the Dalston area of London.	<label>
yago:Searchlight__u0028_album_u0029_	Searchlight	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	<label>
yago:Searchlight__u0028_album_u0029_	1989	Searchlight is a 1989 album, the sixth by Scottish Celtic rock band Runrig.	<dateCreated>
yago:Krabi	Krabi	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	<label>
yago:Krabi	Krabi	Krabi (, ) is the main town in the province of Krabi (thesaban mueang) on the west coast of southern Thailand at the mouth of the Krabi River where it empties in Phang Nga Bay.	<label>
yago:Krabi	Krabi	Krabi is 783 km south of Bangkok by road.	<label>
yago:Sinn_Féin__u0028_newspaper_u0029_	Sinn Féin	Binding the Nation Together: Sinn Féin's View of its Role as Federator Sinn Féin was a weekly Irish nationalist newspaper edited by the Dublin typesetter, journalist and political thinker Arthur Griffith.	<label>
yago:Sinn_Féin__u0028_newspaper_u0029_	between 1906 and 1914	It was published by the Sinn Féin Printing & Publishing Company Ltd. (SFPP) between 1906 and 1914, and replaced an earlier newspaper called the United Irishman which was liquidated after a libel suit.	<dateCreated>
yago:Sinn_Féin__u0028_newspaper_u0029_	Sinn Féin	The Sinn Féin weekly and the SFPP both came to an end when they were suppressed by the British Government in 1914.	<label>
yago:Marble_Canyon	Marble Canyon	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	<label>
yago:Marble_Canyon	Arizona	Marble Canyon is the section of the Colorado River canyon in northern Arizona from Lee's Ferry to the confluence with the Little Colorado River, which marks the beginning of the Grand Canyon.	<location>
yago:Marble_Canyon	Marble Canyon	Lee's Ferry is a common launching point for river runners starting their journey through Marble Canyon and then onward to the Grand Canyon.	<label>
yago:Marble_Canyon	Marble Canyon	Marble Canyon is also well known for the Navajo Bridge, where US Highway 89A crosses the Colorado River.	<label>
yago:Marble_Canyon	Marble Canyon	Marble Canyon marks the western boundary of the Navajo Nation.	<label>
yago:Marble_Canyon	Marble Canyon	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	<label>
yago:Marble_Canyon	Marble Canyon	John Wesley Powell's second expedition on a noon-day rest in Marble Canyon The name Marble Canyon is a misnomer because there is no marble there.	<label>
yago:Marble_Canyon	Marble Canyon	Marble Canyon is the site of one of the last great proposed dam projects on the Colorado, the Marble Canyon Dam.	<label>
yago:Marble_Canyon	Arizona	the proposal met substantial opposition, notably from the Sierra Club, when a revived proposal was considered by the state of Arizona as part of the Central Arizona Project from 1965 to 1968.	<location>
yago:Marble_Canyon	Marble Canyon	A panoramic view of Marble Canyon from Navajo Bridge.	<label>
yago:Marble_Canyon	Marble Canyon	Looking into Marble Canyon, Shinumo Altar in the distance.	<label>
yago:Emma_Sheridan_Fry	Emma Sheridan Fry	Emma Sheridan Fry (pen name, Polly and E. V. Sheridan; October 1, 1864 – 1936) was an American actor, playwright, and teacher.	<label>
yago:Emma_Sheridan_Fry	Polly	Emma Sheridan Fry (pen name, Polly and E. V. Sheridan; October 1, 1864 – 1936) was an American actor, playwright, and teacher.	<label>
yago:Emma_Sheridan_Fry	E. V. Sheridan	Emma Sheridan Fry (pen name, Polly and E. V. Sheridan; October 1, 1864 – 1936) was an American actor, playwright, and teacher.	<label>
yago:Emma_Sheridan_Fry	October 1 , 1864 – 1936	Emma Sheridan Fry (pen name, Polly and E. V. Sheridan; October 1, 1864 – 1936) was an American actor, playwright, and teacher.	<birthDate>
yago:Emma_Sheridan_Fry	October 1 , 1864 – 1936	Emma Sheridan Fry (pen name, Polly and E. V. Sheridan; October 1, 1864 – 1936) was an American actor, playwright, and teacher.	<deathDate>
yago:Victory_Brewing_Company	Victory Brewing Company	Victory Brewing Company (Victory) is a brewery founded in 1996 in Downingtown, Pennsylvania, United States.	<label>
yago:Victory_Brewing_Company	Victory	Victory Brewing Company (Victory) is a brewery founded in 1996 in Downingtown, Pennsylvania, United States.	<label>
yago:Victory_Brewing_Company	1996	Victory Brewing Company (Victory) is a brewery founded in 1996 in Downingtown, Pennsylvania, United States.	<dateCreated>
yago:Victory_Brewing_Company	United States	Victory Brewing Company (Victory) is a brewery founded in 1996 in Downingtown, Pennsylvania, United States.	<location>
yago:Master_of_Arts__u0028_Oxford_u002C__Cambridge_u002C__and_Dublin_u0029_	Master of Arts	In the universities of Oxford, Cambridge, and Dublin, Bachelors of Arts of these universities are promoted to the degree of Master of Arts or Master in Arts (MA) on application after six or seven years' seniority as members of the university (including years as an undergraduate).	<label>
yago:Master_of_Arts__u0028_Oxford_u002C__Cambridge_u002C__and_Dublin_u0029_	Trinity MA	These degrees are therefore sometimes referred to as the Oxford and Cambridge MA and the Dublin or Trinity MA, to draw attention to the difference.	<label>
yago:Master_of_Arts__u0028_Oxford_u002C__Cambridge_u002C__and_Dublin_u0029_	Master of Arts	In the ancient universities of Scotland, a degree with the same name is awarded as a first degree to graduates in certain subjects (see Master of Arts (Scotland)).	<label>
yago:Splinter__u0028_Teenage_Mutant_Ninja_Turtles_u0029_	Splinter	Splinter, often referred to as Master Splinter by his students, is a fictional character from the Teenage Mutant Ninja Turtles comics and all related media.	<label>
yago:Splinter__u0028_Teenage_Mutant_Ninja_Turtles_u0029_	Splinter	Splinter, often referred to as Master Splinter by his students, is a fictional character from the Teenage Mutant Ninja Turtles comics and all related media.	<label>
yago:Splinter__u0028_Teenage_Mutant_Ninja_Turtles_u0029_	Splinter	In most incarnations, Splinter is a mutated or reincarnated martial artist Hamato Yoshi; in others, he was Yoshi's pet rat.	<label>
yago:Ramsgate_u002C__New_South_Wales	Ramsgate	Ramsgate RSL Rocky Point Road, Ramsgate Rocky Point Road, Ramsgate Rocky Point Road,	<label>
yago:Ramsgate_u002C__New_South_Wales	New South Wales	Ramsgate Ramsgate is a suburb in southern Sydney, in the state of New South Wales, Australia 16 km south of the Sydney central business district.	<location>
yago:Ramsgate_u002C__New_South_Wales	Ramsgate	Divided by Rocky Point Road, part of Ramsgate to the east of Rocky Point Road is in the local government area of the Bayside Council, whilst properties to the west of Rocky Point Road are in the Georges River Council.	<label>
yago:Ramsgate_u002C__New_South_Wales	Ramsgate	Ramsgate is surrounded by the suburbs of Ramsgate Beach, Monterey, Kogarah, Beverley Park and Sans Souci.	<label>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Mortal Kombat	Mortal Kombat is an upcoming 2021 American martial-arts fantasy action film directed by Simon McQuoid (in his feature directorial debut) from a screenplay by Greg Russo and Dave Callaham and a story by Oren Uziel and Russo.	<label>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Simon McQuoid	Mortal Kombat is an upcoming 2021 American martial-arts fantasy action film directed by Simon McQuoid (in his feature directorial debut) from a screenplay by Greg Russo and Dave Callaham and a story by Oren Uziel and Russo.	<director>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Mortal Kombat	It is based on the video game franchise of the same name created by Ed Boon and John Tobias, and serves as a reboot to the Mortal Kombat film series following the critical and commercial failure of the 1997 film Mortal Kombat: Annihilation, where a third film languished in development hell for a period of nearly two decades.	<label>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Ludi Lin	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Joe Taslim	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Tadanobu Asano	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Jessica McNamee	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Mehcad Brooks	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Josh Lawson	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Hiroyuki Sanada	The film will feature an ensemble cast including Ludi Lin, Joe Taslim, Tadanobu Asano, Jessica McNamee, Mehcad Brooks, Josh Lawson, Chin Han, and Hiroyuki Sanada.	<actor>
yago:Mortal_Kombat__u0028_2021_film_u0029_	Mortal Kombat	Mortal Kombat will be released in the United States on January 15, 2021, by Warner Bros. Pictures.	<label>
yago:Mortal_Kombat__u0028_2021_film_u0029_	the United States	Mortal Kombat will be released in the United States on January 15, 2021, by Warner Bros. Pictures.	<locationCreated>
yago:Mortal_Kombat__u0028_2021_film_u0029_	January 15 , 2021	Mortal Kombat will be released in the United States on January 15, 2021, by Warner Bros. Pictures.	<dateCreated>
yago:Chestnut_Mountain_u002C__Georgia	Chestnut Mountain	Chestnut Mountain is an unincorporated community in Hall County, Georgia, United States.	<label>
yago:Chestnut_Mountain_u002C__Georgia	United States	Chestnut Mountain is an unincorporated community in Hall County, Georgia, United States.	<location>
yago:Body_Count__u0028_1986_film_u0029_	Body Count	Body Count (also known as Camping Terror, Camping del Terrore in Italy, Body Count: Die Mathematik des Schreckens in Germany, and Shamen in Denmark)Luther- Smith,Adrian (1999).	<label>
yago:Body_Count__u0028_1986_film_u0029_	Camping del Terrore	Body Count (also known as Camping Terror, Camping del Terrore in Italy, Body Count: Die Mathematik des Schreckens in Germany, and Shamen in Denmark)Luther- Smith,Adrian (1999).	<label>
yago:Body_Count__u0028_1986_film_u0029_	Italy	Body Count (also known as Camping Terror, Camping del Terrore in Italy, Body Count: Die Mathematik des Schreckens in Germany, and Shamen in Denmark)Luther- Smith,Adrian (1999).	<locationCreated>
yago:Body_Count__u0028_1986_film_u0029_	Ruggero Deodato	Stray Cat Publishing Ltd. p. 15 is a 1986 Italian slasher film directed by Ruggero Deodato.	<director>
yago:Iron_Cross__u0028_Marvel_Comics_u0029_	Iron Cross	Iron Cross is the name of two fictional characters appearing in American comic books published by Marvel Comics.	<label>
yago:Alexander_Thom__u0028_footballer_u0029_	Alexander Thom	Alexander Thom (10 October 1894 – 1 October 1973) was a Scottish footballer who played for Dumbarton, Kilmarnock, Ayr United, Motherwell, Morton, Airdrieonians, Hull City and Swindon Town.	<label>
yago:Alexander_Thom__u0028_footballer_u0029_	10 October 1894 –	Alexander Thom (10 October 1894 – 1 October 1973) was a Scottish footballer who played for Dumbarton, Kilmarnock, Ayr United, Motherwell, Morton, Airdrieonians, Hull City and Swindon Town.	<birthDate>
yago:Falkirk__u0028_UK_Parliament_constituency_u0029_	Falkirk	Falkirk is a county constituency of the House of Commons of the Parliament of the United Kingdom.	<label>
yago:Falkirk__u0028_UK_Parliament_constituency_u0029_	2005	It was created for the 2005 general election, replacing Falkirk West and part of Falkirk East.	<dateCreated>
yago:Hollies__u0028_1965_album_u0029_	Hollies	Hollies is the Hollies' third studio album for Parlophone.	<label>
yago:Hollies__u0028_1965_album_u0029_	Hollies	Hollies is the Hollies' third studio album for Parlophone.	<label>
yago:Hollies__u0028_1965_album_u0029_	1965	"Of the twelve tracks on this album, only ""So Lonely"" was issued on 45 in Great Britain; even then, it was the B-side to the 1965 hit ""Look Through Any Window"", a song recorded concurrent with the rest of this album."	<dateCreated>
yago:Ceará__u0028_footballer_u0029_	Marcos Venâncio de Albuquerque	Marcos Venâncio de Albuquerque (born 16 June 1980 in Crato), commonly known as Ceará, is a Brazilian right wingback.	<label>
yago:Ceará__u0028_footballer_u0029_	16 June 1980	Marcos Venâncio de Albuquerque (born 16 June 1980 in Crato), commonly known as Ceará, is a Brazilian right wingback.	<birthDate>
yago:Ceará__u0028_footballer_u0029_	Ceará	Marcos Venâncio de Albuquerque (born 16 June 1980 in Crato), commonly known as Ceará, is a Brazilian right wingback.	<label>
yago:Galahad	Galahad	Sir Galahad (; sometimes referred to as Galeas or Galath ) among other versions of his name, is a knight of King Arthur's Round Table and one of the three achievers of the Holy Grail in Arthurian legend.	<label>
yago:Galahad	Galahad	Emerging quite late in the medieval Arthurian tradition, Sir Galahad first appears in the Lancelot–Grail cycle, and his story is taken up in later works such as the Post-Vulgate Cycle and Sir Thomas Malory's Le Morte d'Arthur.	<label>
yago:Christopher_Nolan	Christopher Edward Nolan	Christopher Edward Nolan (; born 30 July 1970) is a British-American film director, producer and screenwriter known for making personal, distinctive films within the Hollywood mainstream.	<label>
yago:Christopher_Nolan	30 July 1970	Christopher Edward Nolan (; born 30 July 1970) is a British-American film director, producer and screenwriter known for making personal, distinctive films within the Hollywood mainstream.	<birthDate>
yago:Christopher_Nolan	London	Born and raised in London, Nolan developed an interest in filmmaking from a young age.	<birthPlace>
yago:Christopher_Nolan	Nolan	Born and raised in London, Nolan developed an interest in filmmaking from a young age.	<label>
yago:Christopher_Nolan	Nolan	Nolan gained international recognition with his second film, Memento (2000), for which he was nominated for the Academy Award for Best Original Screenplay.	<label>
yago:Christopher_Nolan	Nolan	Nolan's films are typically rooted in epistemological and metaphysical themes, exploring human morality, the construction of time, and the malleable nature of memory and personal identity.	<label>
yago:Christopher_Nolan	Nolan	Nolan has received many awards and honours.	<label>
yago:Andrew_England_Kerr	Andrew Robert England Kerr	Andrew Robert England Kerr (born 23 September 1958) is a British politician.	<label>
yago:Andrew_England_Kerr	23 September 1958	Andrew Robert England Kerr (born 23 September 1958) is a British politician.	<birthDate>
yago:Andrew_England_Kerr	Brexit Party	England Kerr was elected as a Brexit Party Member of the European Parliament (MEP) for the West Midlands constituency in the 2019 European parliamentary election.	<memberOf>
yago:Peaches__u0028_film_u0029_	Peaches	Peaches is a 2004 Australian film, written by Sue Smith and directed by Craig Monahan.	<label>
yago:Babilonia	Babilonia	Babilonia is a 1987 Argentine drama film directed and written by Jorge Salvador based on a play by Armando Discépolo.	<label>
yago:Johnson_School__u0028_North_Adams_u002C__Massachusetts_u0029_	The Johnson School	The Johnson School is a historic former school building on School Street in North Adams, Massachusetts.	<label>
yago:Johnson_School__u0028_North_Adams_u002C__Massachusetts_u0029_	Massachusetts	The Johnson School is a historic former school building on School Street in North Adams, Massachusetts.	<location>
yago:Thomas_Lowry__u0028_racehorse_breeder_u0029_	Thomas Henry Lowry	T.H. Lowry Thomas Henry Lowry (born 25 July 1865, Hastings, New Zealand, died 23 September 1944, Okawa, Hastings) was a New Zealand farmer, cricketer and racehorse breeder.	<label>
yago:Thomas_Lowry__u0028_racehorse_breeder_u0029_	25 July 1865	T.H. Lowry Thomas Henry Lowry (born 25 July 1865, Hastings, New Zealand, died 23 September 1944, Okawa, Hastings) was a New Zealand farmer, cricketer and racehorse breeder.	<birthDate>
yago:Thomas_Lowry__u0028_racehorse_breeder_u0029_	23 September 1944	T.H. Lowry Thomas Henry Lowry (born 25 July 1865, Hastings, New Zealand, died 23 September 1944, Okawa, Hastings) was a New Zealand farmer, cricketer and racehorse breeder.	<deathDate>
yago:Tommy_Lowry	Tommy Lowry	Tommy Lowry (26 August 1945 – 22 August 2015) was an English professional footballer who played as a defender, at right back, for Liverpool and Crewe Alexandra.	<label>
yago:Tommy_Lowry	26 August 1945 –	Tommy Lowry (26 August 1945 – 22 August 2015) was an English professional footballer who played as a defender, at right back, for Liverpool and Crewe Alexandra.	<birthDate>
yago:Tommy_Lowry	2015	Tommy Lowry (26 August 1945 – 22 August 2015) was an English professional footballer who played as a defender, at right back, for Liverpool and Crewe Alexandra.	<deathDate>
yago:Tommy_Lowry	Liverpool	Tommy Lowry (26 August 1945 – 22 August 2015) was an English professional footballer who played as a defender, at right back, for Liverpool and Crewe Alexandra.	<birthPlace>
yago:Tommy_Lowry	Liverpool	He joined Liverpool in 1961, and signed professional forms in 1963, before making his only first team appearance in a 3–1 win at Wolverhampton Wanderers in the final game of the season on 26 April 1965.Thomas Lowry, LFChistory.net.	<birthPlace>
yago:Tommy_Lowry	27 August 2015	Accessed: 27 August 2015.	<deathDate>
yago:Tommy_Lowry	Liverpool	He left Liverpool after his contract expired in 1966, and joined Crewe.	<birthPlace>
yago:Tommy_Lowry	Tommy Lowry	Tommy Lowry - A Tribute, CreweAlex.net.	<label>
yago:Tommy_Lowry	27 August 2015	Accessed: 27 August 2015.	<deathDate>
yago:Polly__u0028_robot_u0029_	Polly	Polly the MIT tour guide robot, circa 1993 Polly was a robot created at the MIT Artificial Intelligence Laboratory by Ian Horswill for his PhD and published in 1993 as a technical report.	<label>
yago:Polly__u0028_robot_u0029_	Polly	Polly the MIT tour guide robot, circa 1993 Polly was a robot created at the MIT Artificial Intelligence Laboratory by Ian Horswill for his PhD and published in 1993 as a technical report.	<label>
yago:Polly__u0028_robot_u0029_	Polly	Polly was the first mobile robot to move at animal-like speeds (1m per second) using computer vision for its navigation.	<label>
yago:Polly__u0028_robot_u0029_	Polly	For a few years Polly gave tours of the AI laboratory's seventh floor, using canned speech to point out landmarks such as Anita Flynn's office.	<label>
yago:Polly__u0028_robot_u0029_	Polly	When someone approached Polly, it would introduce itself and offer a tour, asking them to answer by waving their foot.	<label>
yago:Polly__u0028_robot_u0029_	Polly	"The ""Polly algorithm"" is a way to navigate in a cluttered space using very low resolution vision to find uncluttered areas to move forward into, assuming that the pixels at the bottom of the frame (the closest to the robot) show an example of an uncluttered area."	<label>
yago:Polly__u0028_robot_u0029_	Polly	Polly was built from minimalist machinery and runs on a hardware platform that could be duplicated for less than $10,000.	<label>
yago:You_u0027_ve_Got_a_Friend__u0028_Susie_Luchsinger_album_u0029_	2003	It was released on 2003 on New Haven Records.	<dateCreated>
yago:Clinton_u002C__South_Australia	Clinton	Clinton (also known as Port Clinton) is a locality in the Australian state of South Australia located on the east coast of Yorke Peninsula overlooking the north west head of Gulf St Vincent about west of the state capital of Adelaide and about north-east of the municipal seat of Maitland.	<label>
yago:Clinton_u002C__South_Australia	Port Clinton	Clinton (also known as Port Clinton) is a locality in the Australian state of South Australia located on the east coast of Yorke Peninsula overlooking the north west head of Gulf St Vincent about west of the state capital of Adelaide and about north-east of the municipal seat of Maitland.	<label>
yago:Clinton_u002C__South_Australia	South Australia	Clinton (also known as Port Clinton) is a locality in the Australian state of South Australia located on the east coast of Yorke Peninsula overlooking the north west head of Gulf St Vincent about west of the state capital of Adelaide and about north-east of the municipal seat of Maitland.	<location>
yago:Clinton_u002C__South_Australia	Clinton	At the 2016 census, Clinton had a population of 297.	<label>
yago:Splinter__u0028_2008_film_u0029_	Splinter	Splinter is a 2008 American horror film directed by Toby Wilkins and starring Shea Whigham, Paulo Costanzo, and Jill Wagner.	<label>
yago:Splinter__u0028_2008_film_u0029_	Toby Wilkins	Splinter is a 2008 American horror film directed by Toby Wilkins and starring Shea Whigham, Paulo Costanzo, and Jill Wagner.	<director>
yago:Splinter__u0028_2008_film_u0029_	Shea Whigham	Splinter is a 2008 American horror film directed by Toby Wilkins and starring Shea Whigham, Paulo Costanzo, and Jill Wagner.	<actor>
yago:Splinter__u0028_2008_film_u0029_	Paulo Costanzo	Splinter is a 2008 American horror film directed by Toby Wilkins and starring Shea Whigham, Paulo Costanzo, and Jill Wagner.	<actor>
yago:Splinter__u0028_2008_film_u0029_	Jill Wagner	Splinter is a 2008 American horror film directed by Toby Wilkins and starring Shea Whigham, Paulo Costanzo, and Jill Wagner.	<actor>
yago:Splinter__u0028_2008_film_u0029_	October 31 , 2008	It had a limited theatrical release on October 31, 2008.	<dateCreated>
yago:Victory__u0028_volcano_u0029_	Victory	Victory is a volcano on New Guinea island, Papua New Guinea.	<label>
yago:The_Endless_Road	The Endless Road	The Endless Road is a 1943 German biographical film directed by Hans Schweikart and starring Eugen Klöpfer, Eva Immermann and Hedwig Wangel.	<label>
yago:The_Endless_Road	Hans Schweikart	The Endless Road is a 1943 German biographical film directed by Hans Schweikart and starring Eugen Klöpfer, Eva Immermann and Hedwig Wangel.	<director>
yago:The_Endless_Road	Eugen Klöpfer	The Endless Road is a 1943 German biographical film directed by Hans Schweikart and starring Eugen Klöpfer, Eva Immermann and Hedwig Wangel.	<actor>
yago:The_Endless_Road	Hedwig Wangel	The Endless Road is a 1943 German biographical film directed by Hans Schweikart and starring Eugen Klöpfer, Eva Immermann and Hedwig Wangel.	<actor>
yago:Vojakkala	Vojakkala	Vojakkala (officially Lower Vojakkala, ) is a smaller locality with about 62 inhabitants in Haparanda Municipality, Norrbotten County, Sweden, known for a long-standing feud between neighbors.	<label>
yago:Vojakkala	Haparanda Municipality	Vojakkala (officially Lower Vojakkala, ) is a smaller locality with about 62 inhabitants in Haparanda Municipality, Norrbotten County, Sweden, known for a long-standing feud between neighbors.	<location>
yago:Vojakkala	Sweden	Vojakkala (officially Lower Vojakkala, ) is a smaller locality with about 62 inhabitants in Haparanda Municipality, Norrbotten County, Sweden, known for a long-standing feud between neighbors.	<location>
yago:Key_West_u002C__Virginia	Key West	Key West is both a subdivision in Albemarle County, Virginia and a historic home that formerly served as a place name for the community.	<label>
yago:Key_West_u002C__Virginia	Key West	The Key West estate was owned by the Minors, a prominent and wealthy family, before much of the land was sold off to become the Key West subdivision.	<label>
yago:Key_West_u002C__Virginia	Key West	The Key West estate was owned by the Minors, a prominent and wealthy family, before much of the land was sold off to become the Key West subdivision.	<label>
yago:Key_West_u002C__Virginia	Key West	The Key West subdivision is located one mile north of Charlottesville on VA Route 20.	<label>
yago:The_Peaches	The Peaches	The Peaches is a 1964 British short film, narrated by Peter Ustinov.	<label>
yago:The_Peaches	Michael Gill	Directed by Michael Gill and written by Yvonne Gilan, his then wife, it stars Juliet Harmer as the Very Beautiful Girl, Tom Adams as The Boy Next Door, and is narrated by Peter Ustinov.	<director>
yago:The_Peaches	Michael Gill	The film won several awards and made Michael Gill consider working in Hollywood.	<director>
yago:Russian_Empire	The Russian Empire	The Russian Empire was an empire that extended across Eurasia and North America from 1721, following the end of the Great Northern War, until the Republic was proclaimed by the Provisional Government that took power after the February Revolution of 1917.	<label>
yago:Russian_Empire	1721	The Russian Empire was an empire that extended across Eurasia and North America from 1721, following the end of the Great Northern War, until the Republic was proclaimed by the Provisional Government that took power after the February Revolution of 1917.	<dateCreated>
